keyword;search_date;closest_date;organic_position;asin
maxi dresses for women;2022-11-01;2023-06-29;-1;B0B9SHD76R
maxi dresses for women;2022-11-01;2023-06-29;9;B01HVN9L9O
maxi dresses for women;2022-11-01;2023-06-29;10;B0C45ZNNFC
maxi dresses for women;2022-11-01;2023-06-29;11;B0BQMV1DCQ
maxi dresses for women;2022-11-01;2023-06-29;12;B09WF59W4Z
maxi dresses for women;2022-11-01;2023-06-29;-1;B093SRPH25
maxi dresses for women;2022-11-01;2023-06-29;-1;B0B6HFTNWT
maxi dresses for women;2022-11-01;2023-06-29;-1;B0B58DM87W
maxi dresses for women;2022-11-01;2023-06-29;-1;B07H3SD6KL
maxi dresses for women;2022-11-01;2023-06-29;13;B0BQRDQ2NM
maxi dresses for women;2022-11-01;2023-06-29;14;B09HSTC6C2
maxi dresses for women;2022-11-01;2023-06-29;15;B08XXHYK5Y
maxi dresses for women;2022-11-01;2023-06-29;16;B09ZV9D1SD
maxi dresses for women;2022-11-01;2023-06-29;17;B0B3R3YPLW
maxi dresses for women;2022-11-01;2023-06-29;18;B0BQMV3L75
maxi dresses for women;2022-11-01;2023-06-29;19;B0B38TGJV5
maxi dresses for women;2022-11-01;2023-06-29;20;B09JSPV8ZN
maxi dresses for women;2022-11-01;2023-06-29;21;B08Y4WV64R
maxi dresses for women;2022-11-01;2023-06-29;22;B0BD5Y83GZ
maxi dresses for women;2022-11-01;2023-06-29;23;B0BBRWNSBR
maxi dresses for women;2022-11-01;2023-06-29;24;B08JH4C7RS
maxi dresses for women;2022-11-01;2023-06-29;25;B09X5M2HZY
maxi dresses for women;2022-11-01;2023-06-29;26;B0BVMRVB9C
maxi dresses for women;2022-11-01;2023-06-29;27;B0BWD72Y9K
maxi dresses for women;2022-11-01;2023-06-29;28;B0B3ML7G8W
maxi dresses for women;2022-11-01;2023-06-29;29;B09RZJ95GG
maxi dresses for women;2022-11-01;2023-06-29;30;B0BJ13XBR4
maxi dresses for women;2022-11-01;2023-06-29;31;B0C16STXSG
maxi dresses for women;2022-11-01;2023-06-29;32;B0833MJF77
maxi dresses for women;2022-11-01;2023-06-29;33;B09BF91SFC
maxi dresses for women;2022-11-01;2023-06-29;34;B0C4FK4C6G
maxi dresses for women;2022-11-01;2023-06-29;35;B0BN27DFYZ
maxi dresses for women;2022-11-01;2023-06-29;36;B0BQ3CJDX6
maxi dresses for women;2022-11-01;2023-06-29;37;B0BY1B1YPP
maxi dresses for women;2022-11-01;2023-06-29;38;B07B8CY98S
maxi dresses for women;2022-11-01;2023-06-29;39;B0BPXQKCY6
maxi dresses for women;2022-11-01;2023-06-29;40;B0B2P9W4Y8
maxi dresses for women;2022-11-01;2023-06-29;41;B0BB815QM1
maxi dresses for women;2022-11-01;2023-06-29;42;B09F9DD23P
maxi dresses for women;2022-11-01;2023-06-29;43;B0BBRWCQYZ
maxi dresses for women;2022-11-01;2023-06-29;44;B0BJ1426SW
maxi dresses for women;2022-11-01;2023-06-29;45;B09HSTJW8M
maxi dresses for women;2022-11-01;2023-06-29;46;B0BSYWJGPZ
maxi dresses for women;2022-11-01;2023-06-29;47;B09WJ3NBTN
maxi dresses for women;2022-11-01;2023-06-29;48;B09M6TT1DX
melatonin;2022-11-01;2023-06-29;-1;B0B5DF2G3G
melatonin;2022-11-01;2023-06-29;-1;B0B635PZY1
melatonin;2022-11-01;2023-06-29;-1;B09W9FCQSL
melatonin;2022-11-01;2023-06-29;-1;B09L15MWQZ
melatonin;2022-11-01;2023-06-29;1;B09TM1NY3L
melatonin;2022-11-01;2023-06-29;2;B081TDXV61
melatonin;2022-11-01;2023-06-29;3;B0B635PZY1
melatonin;2022-11-01;2023-06-29;4;B09RSTVC2X
melatonin;2022-11-01;2023-06-29;5;B09R9YSR5Z
melatonin;2022-11-01;2023-06-29;6;B09HCH96JB
melatonin;2022-11-01;2023-06-29;-1;B0BQYN4ZTR
melatonin;2022-11-01;2023-06-29;-1;B0B8PG2SPG
melatonin;2022-11-01;2023-06-29;-1;B0BPM426VY
melatonin;2022-11-01;2023-06-29;-1;B09YYD8KHX
melatonin;2022-11-01;2023-06-29;7;B0BH8XYWZ7
melatonin;2022-11-01;2023-06-29;8;B0BQYN4ZTR
melatonin;2022-11-01;2023-06-29;9;B09P8VK4RM
melatonin;2022-11-01;2023-06-29;10;B0BQ3GDLMJ
melatonin;2022-11-01;2023-06-29;-1;B0BNQGWGT8
melatonin;2022-11-01;2023-06-29;-1;B09ZF927QQ
melatonin;2022-11-01;2023-06-29;-1;B0987V9Z3C
melatonin;2022-11-01;2023-06-29;-1;B0B4CTSBQJ
melatonin;2022-11-01;2023-06-29;11;B08VJHRKQ5
melatonin;2022-11-01;2023-06-29;12;B09SZB9R4K
melatonin;2022-11-01;2023-06-29;13;B0BS79CMQM
melatonin;2022-11-01;2023-06-29;14;B0B5DF2G3G
melatonin;2022-11-01;2023-06-29;15;B09Q92YPBP
melatonin;2022-11-01;2023-06-29;16;B09TMJMP51
melatonin;2022-11-01;2023-06-29;17;B09PQYTW82
melatonin;2022-11-01;2023-06-29;18;B0BHDRL4BM
melatonin;2022-11-01;2023-06-29;19;B0B9XPN534
melatonin;2022-11-01;2023-06-29;20;B07GYVF42H
melatonin;2022-11-01;2023-06-29;21;B0BHKBKNVC
melatonin;2022-11-01;2023-06-29;22;B089QK7RMS
melatonin;2022-11-01;2023-06-29;23;B0BDRBKXMM
melatonin;2022-11-01;2023-06-29;24;B09ZF927QQ
melatonin;2022-11-01;2023-06-29;25;B0C1LQP537
melatonin;2022-11-01;2023-06-29;26;B0B5S61Q49
melatonin;2022-11-01;2023-06-29;27;B0B7ZBDY3V
melatonin;2022-11-01;2023-06-29;28;B0BTPQ68VG
melatonin;2022-11-01;2023-06-29;29;B09KP2SF7L
melatonin;2022-11-01;2023-06-29;30;B0C1CH1Y89
melatonin;2022-11-01;2023-06-29;31;B08X1B253Q
melatonin;2022-11-01;2023-06-29;32;B0BPM426VY
melatonin;2022-11-01;2023-06-29;33;B09R84T77T
melatonin;2022-11-01;2023-06-29;34;B09VTDV1QN
melatonin;2022-11-01;2023-06-29;35;B095WRNQKZ
melatonin;2022-11-01;2023-06-29;36;B095J218XM
melatonin;2022-11-01;2023-06-29;37;B09QL7HQ4Y
melatonin;2022-11-01;2023-06-29;38;B075TGPW9J
melatonin;2022-11-01;2023-06-29;39;B0BJ4YZ17G
melatonin;2022-11-01;2023-06-29;40;B01HQ1VD0Q
melatonin;2022-11-01;2023-06-29;41;B0C36JMGJQ
melatonin;2022-11-01;2023-06-29;42;B0BLHFHH9M
melatonin;2022-11-01;2023-06-29;43;B09485CH2X
melatonin;2022-11-01;2023-06-29;44;B0BNLT85K8
melatonin;2022-11-01;2023-06-29;45;B0BPDH679H
melatonin;2022-11-01;2023-06-29;46;B07YNSYPCC
melatonin;2022-11-01;2023-06-29;47;B08YK8W7MP
melatonin;2022-11-01;2023-06-29;48;B09ZF35FXB
mens underwear;2022-11-01;2023-06-29;-1;B08CXJVPCG
mens underwear;2022-11-01;2023-06-29;-1;B07X2JTPSN
mens underwear;2022-11-01;2023-06-29;-1;B07F6FHX9P
mens underwear;2022-11-01;2023-06-29;-1;B074BQS5L4
mens underwear;2022-11-01;2023-06-29;1;B08CXJVPCG
mens underwear;2022-11-01;2023-06-29;2;B01JAA0GRC
mens underwear;2022-11-01;2023-06-29;3;B083Y89YDS
mens underwear;2022-11-01;2023-06-29;4;B094YG872D
mens underwear;2022-11-01;2023-06-29;5;B001BEAWXY
mens underwear;2022-11-01;2023-06-29;6;B08FB63BB7
mens underwear;2022-11-01;2023-06-29;-1;B08S2TDR16
mens underwear;2022-11-01;2023-06-29;-1;B07N1L96MV
mens underwear;2022-11-01;2023-06-29;-1;B08D9P7456
mens underwear;2022-11-01;2023-06-29;-1;B0BQYTSQHV
mens underwear;2022-11-01;2023-06-29;7;B08W4ZFD26
mens underwear;2022-11-01;2023-06-29;8;B015RM94DO
mens underwear;2022-11-01;2023-06-29;9;B07G2PV47P
mens underwear;2022-11-01;2023-06-29;10;B07TKZ2F1W
mens underwear;2022-11-01;2023-06-29;-1;B09K44NK2M
mens underwear;2022-11-01;2023-06-29;-1;B09FYTB15J
mens underwear;2022-11-01;2023-06-29;-1;B08BS5SFZ1
mens underwear;2022-11-01;2023-06-29;-1;B07BL2K1DJ
mens underwear;2022-11-01;2023-06-29;11;B088MZ4RPK
mens underwear;2022-11-01;2023-06-29;12;B07LBDMFZ9
mens underwear;2022-11-01;2023-06-29;13;B07TP6KR65
mens underwear;2022-11-01;2023-06-29;14;B0823BGW5Q
mens underwear;2022-11-01;2023-06-29;15;B08MV75RBK
mens underwear;2022-11-01;2023-06-29;16;B0B5N4VC31
mens underwear;2022-11-01;2023-06-29;17;B09SZ5XBSZ
mens underwear;2022-11-01;2023-06-29;18;B08P68HPPB
mens underwear;2022-11-01;2023-06-29;19;B00U6GNGBS
mens underwear;2022-11-01;2023-06-29;20;B0953FDWJT
mens underwear;2022-11-01;2023-06-29;21;B074DGJZQ8
mens underwear;2022-11-01;2023-06-29;22;B0811M18CL
mens underwear;2022-11-01;2023-06-29;23;B00124Y9K0
mens underwear;2022-11-01;2023-06-29;24;B08DJ5YC1M
mens underwear;2022-11-01;2023-06-29;25;B09QM9CHZ5
mens underwear;2022-11-01;2023-06-29;26;B08DD847K7
mens underwear;2022-11-01;2023-06-29;27;B003U3554A
mens underwear;2022-11-01;2023-06-29;28;B079W461NL
mens underwear;2022-11-01;2023-06-29;29;B09QMCFKGQ
mens underwear;2022-11-01;2023-06-29;30;B0924L6HWZ
mens underwear;2022-11-01;2023-06-29;31;B09X7LMSTC
mens underwear;2022-11-01;2023-06-29;32;B09JZGGCCC
mens underwear;2022-11-01;2023-06-29;33;B091F93S2L
mens underwear;2022-11-01;2023-06-29;34;B07J2M9JV2
mens underwear;2022-11-01;2023-06-29;35;B0B5N521P4
mens underwear;2022-11-01;2023-06-29;36;B0848QB54C
mens underwear;2022-11-01;2023-06-29;37;B08DJ5CK69
mens underwear;2022-11-01;2023-06-29;38;B00I6LTO8E
mens underwear;2022-11-01;2023-06-29;39;B08T9BQ7DX
mens underwear;2022-11-01;2023-06-29;40;B0B4BMNSDL
mens underwear;2022-11-01;2023-06-29;41;B08MV3ZMTS
mens underwear;2022-11-01;2023-06-29;42;B00VCWEGXC
mens underwear;2022-11-01;2023-06-29;43;B08B8NV1MV
mens underwear;2022-11-01;2023-06-29;44;B08T9D7W17
mens underwear;2022-11-01;2023-06-29;45;B09QLH1QHS
mens underwear;2022-11-01;2023-06-29;46;B09TRBZ268
mens underwear;2022-11-01;2023-06-29;47;B08DJ58YJ4
mens underwear;2022-11-01;2023-06-29;48;B00K5RA5IU
micro sd card;2022-11-01;2023-06-29;-1;B08TJZDJ4D
micro sd card;2022-11-01;2023-06-29;-1;B089DBTNRX
micro sd card;2022-11-01;2023-06-29;1;B0B7NTY2S6
micro sd card;2022-11-01;2023-06-29;2;B09D3N9MFH
micro sd card;2022-11-01;2023-06-29;3;B08GY9NYRM
micro sd card;2022-11-01;2023-06-29;4;B09X7CRKRZ
micro sd card;2022-11-01;2023-06-29;-1;B084R9PM6M
micro sd card;2022-11-01;2023-06-29;5;B09X7BQB4J
micro sd card;2022-11-01;2023-06-29;6;B00FMB9A30
micro sd card;2022-11-01;2023-06-29;7;B08TJZDJ4D
micro sd card;2022-11-01;2023-06-29;8;B0C5HZX1PJ
micro sd card;2022-11-01;2023-06-29;9;B09D3NPKKD
micro sd card;2022-11-01;2023-06-29;-1;B08C4SMKG8
micro sd card;2022-11-01;2023-06-29;10;B0C88WP3YZ
micro sd card;2022-11-01;2023-06-29;11;B07ZG8W8B4
micro sd card;2022-11-01;2023-06-29;12;B09X7DQJQL
micro sd card;2022-11-01;2023-06-29;13;B0B187357P
micro sd card;2022-11-01;2023-06-29;-1;B07XG2X54Z
micro sd card;2022-11-01;2023-06-29;14;B0BVDDPKGS
micro sd card;2022-11-01;2023-06-29;15;B09B9GY753
micro sd card;2022-11-01;2023-06-29;16;B017JY58TW
micro sd card;2022-11-01;2023-06-29;-1;B09Y85KRPM
mirror;2022-11-01;2023-06-29;-1;B07B6T12HM
mirror;2022-11-01;2023-06-29;-1;B0BZZS9XWP
mirror;2022-11-01;2023-06-29;-1;B07MJM8FLK
mirror;2022-11-01;2023-06-29;-1;B0B6VVRHZW
mirror;2022-11-01;2023-06-29;1;B09FXXPFRR
mirror;2022-11-01;2023-06-29;2;B0B5TPGD6Z
mirror;2022-11-01;2023-06-29;3;B09MJYR3NY
mirror;2022-11-01;2023-06-29;4;B0C2PJ88KV
mirror;2022-11-01;2023-06-29;5;B09XHQNRSS
mirror;2022-11-01;2023-06-29;6;B091FLR2HY
mirror;2022-11-01;2023-06-29;7;B07Z534S3D
mirror;2022-11-01;2023-06-29;8;B0814MRN3Z
mirror;2022-11-01;2023-06-29;-1;B099WQBFR8
mirror;2022-11-01;2023-06-29;-1;B087WQKN2Q
mirror;2022-11-01;2023-06-29;-1;B08TT7RCFZ
mirror;2022-11-01;2023-06-29;-1;B0BG5MN28D
mirror;2022-11-01;2023-06-29;9;B07RTZ6NBL
mirror;2022-11-01;2023-06-29;10;B07WGBD9Z5
mirror;2022-11-01;2023-06-29;11;B09W5FGQ61
mirror;2022-11-01;2023-06-29;12;B0B7WYYHKZ
mirror;2022-11-01;2023-06-29;-1;B0BDNPNCRB
mirror;2022-11-01;2023-06-29;-1;B07WFR4KLW
mirror;2022-11-01;2023-06-29;-1;B089988HKQ
mirror;2022-11-01;2023-06-29;-1;B08YKB1375
mirror;2022-11-01;2023-06-29;13;B0BZZRBWVC
mirror;2022-11-01;2023-06-29;14;B0BPSS4S4P
mirror;2022-11-01;2023-06-29;15;B0BL76FX7T
mirror;2022-11-01;2023-06-29;16;B09N3LGKJQ
mirror;2022-11-01;2023-06-29;17;B07L69XNYB
mirror;2022-11-01;2023-06-29;18;B0BFWCQRWW
mirror;2022-11-01;2023-06-29;19;B094MZJHMZ
mirror;2022-11-01;2023-06-29;20;B0BCWN938Y
mirror;2022-11-01;2023-06-29;21;B08B4GWVSH
mirror;2022-11-01;2023-06-29;22;B09PQ9CXRD
mirror;2022-11-01;2023-06-29;23;B0B4NBVHBK
mirror;2022-11-01;2023-06-29;24;B0C1B7CTKJ
mirror;2022-11-01;2023-06-29;25;B0919XYLG1
mirror;2022-11-01;2023-06-29;26;B0BVVYJDCF
mirror;2022-11-01;2023-06-29;27;B0B71JK13F
mirror;2022-11-01;2023-06-29;28;B09Q34KB3D
mirror;2022-11-01;2023-06-29;29;B0BWF73MBW
mirror;2022-11-01;2023-06-29;30;B07WFR4KLW
mirror;2022-11-01;2023-06-29;31;B0B156JPWQ
mirror;2022-11-01;2023-06-29;32;B0B5TMFSGR
mirror;2022-11-01;2023-06-29;33;B09RZR4HLN
mirror;2022-11-01;2023-06-29;34;B0BFLNLY2J
mirror;2022-11-01;2023-06-29;35;B09W1ZQ3D9
mirror;2022-11-01;2023-06-29;36;B0C1B7N8QS
mirror;2022-11-01;2023-06-29;37;B07CH8DVHW
mirror;2022-11-01;2023-06-29;38;B0BHVLH89D
mirror;2022-11-01;2023-06-29;39;B0BZ4GRYL5
mirror;2022-11-01;2023-06-29;40;B0B3Q4QD1H
mirror;2022-11-01;2023-06-29;41;B0B816KWD2
mirror;2022-11-01;2023-06-29;42;B07ZYY4L3X
mirror;2022-11-01;2023-06-29;43;B0BCP3J33Y
mirror;2022-11-01;2023-06-29;44;B0BY81X8HT
mirror;2022-11-01;2023-06-29;45;B07DDF8STK
mirror;2022-11-01;2023-06-29;46;B07PPZW5XK
mirror;2022-11-01;2023-06-29;47;B0B9XKPK6M
mirror;2022-11-01;2023-06-29;48;B0BHV8K9CD
mouse pad;2022-11-01;2023-06-29;-1;B06X3W3YQD
mouse pad;2022-11-01;2023-06-29;-1;B09ZP4NFB5
mouse pad;2022-11-01;2023-06-29;1;B09ZP4NFB5
mouse pad;2022-11-01;2023-06-29;2;B013NDZKSW
mouse pad;2022-11-01;2023-06-29;3;B07XY4WJJ5
mouse pad;2022-11-01;2023-06-29;4;B07G41Q2VL
mouse pad;2022-11-01;2023-06-29;-1;B06X3W3TM4
mouse pad;2022-11-01;2023-06-29;5;B084C2DT86
mouse pad;2022-11-01;2023-06-29;6;B07W7LTQ4B
mouse pad;2022-11-01;2023-06-29;7;B07W6GVZFJ
mouse pad;2022-11-01;2023-06-29;8;B0897TBDHY
mouse pad;2022-11-01;2023-06-29;9;B008M2M5R4
mouse pad;2022-11-01;2023-06-29;-1;B0868KH57T
mouse pad;2022-11-01;2023-06-29;10;B07W6JPM9P
mouse pad;2022-11-01;2023-06-29;11;B00MV1ZANI
mouse pad;2022-11-01;2023-06-29;12;B07LFHCFH8
mouse pad;2022-11-01;2023-06-29;13;B09G9TTKM1
mouse pad;2022-11-01;2023-06-29;-1;B07XH2TS3H
mouse pad;2022-11-01;2023-06-29;14;B08KFKVXYV
mouse pad;2022-11-01;2023-06-29;15;B09MJ9WBRS
mouse pad;2022-11-01;2023-06-29;16;B06X3W3YQD
mouse pad;2022-11-01;2023-06-29;-1;B0BGB4XMQD
mouthwash;2022-11-01;2023-06-29;-1;B08CBQKKV4
mouthwash;2022-11-01;2023-06-29;-1;B07TSJZB3H
mouthwash;2022-11-01;2023-06-29;-1;B0BYJNQSVZ
mouthwash;2022-11-01;2023-06-29;-1;B084H3TRRW
mouthwash;2022-11-01;2023-06-29;1;B0925CMP5T
mouthwash;2022-11-01;2023-06-29;2;B08SJXV6Z3
mouthwash;2022-11-01;2023-06-29;3;B00USBNB5C
mouthwash;2022-11-01;2023-06-29;4;B0925DJ4P7
mouthwash;2022-11-01;2023-06-29;5;B0925G55W3
mouthwash;2022-11-01;2023-06-29;6;B09VLTQYLV
mouthwash;2022-11-01;2023-06-29;7;B09VLTM2K2
mouthwash;2022-11-01;2023-06-29;8;B09GQ83VJH
mouthwash;2022-11-01;2023-06-29;-1;B0BR612QL6
mouthwash;2022-11-01;2023-06-29;-1;B003BR6A7G
mouthwash;2022-11-01;2023-06-29;-1;B09MKT2JB7
mouthwash;2022-11-01;2023-06-29;-1;B0BTYBDRJR
mouthwash;2022-11-01;2023-06-29;9;B07P9W85C9
mouthwash;2022-11-01;2023-06-29;10;B0BJXB862J
mouthwash;2022-11-01;2023-06-29;11;B09259WJW7
mouthwash;2022-11-01;2023-06-29;12;B0BBRC3DRZ
mouthwash;2022-11-01;2023-06-29;-1;B0B2WYQ8FP
mouthwash;2022-11-01;2023-06-29;-1;B07T35LDLN
mouthwash;2022-11-01;2023-06-29;-1;B07H7KZ74J
mouthwash;2022-11-01;2023-06-29;-1;B0BT223FJ4
mouthwash;2022-11-01;2023-06-29;13;B0BWT11HB8
mouthwash;2022-11-01;2023-06-29;14;B01JZNWCB2
mouthwash;2022-11-01;2023-06-29;15;B09MKT2JB7
mouthwash;2022-11-01;2023-06-29;16;B0BYFB7HQ2
mouthwash;2022-11-01;2023-06-29;17;B09GQ7PKKC
mouthwash;2022-11-01;2023-06-29;18;B09GQ668DR
mouthwash;2022-11-01;2023-06-29;19;B00H4VX66S
mouthwash;2022-11-01;2023-06-29;20;B07Y262HV7
mouthwash;2022-11-01;2023-06-29;21;B005DED80M
mouthwash;2022-11-01;2023-06-29;22;B09259X4GF
mouthwash;2022-11-01;2023-06-29;23;B07TSJZB3H
mouthwash;2022-11-01;2023-06-29;24;B0BJY59RZK
mouthwash;2022-11-01;2023-06-29;25;B00I874D4Q
mouthwash;2022-11-01;2023-06-29;26;B0BR6174J2
mouthwash;2022-11-01;2023-06-29;27;B0BRXTXMV2
mouthwash;2022-11-01;2023-06-29;28;B0984D83GC
mouthwash;2022-11-01;2023-06-29;29;B0BBR45QWY
mouthwash;2022-11-01;2023-06-29;30;B0BBR2HSZ9
mouthwash;2022-11-01;2023-06-29;31;B0969FFFYT
mouthwash;2022-11-01;2023-06-29;32;B0886DZJ2Y
mouthwash;2022-11-01;2023-06-29;33;B07DJL5Z64
mouthwash;2022-11-01;2023-06-29;34;B09SBMLXML
mouthwash;2022-11-01;2023-06-29;35;B07TWRTLQN
mouthwash;2022-11-01;2023-06-29;36;B08WKJZ8MY
mouthwash;2022-11-01;2023-06-29;37;B0BV274CBD
mouthwash;2022-11-01;2023-06-29;38;B0BJQGZ6MJ
mouthwash;2022-11-01;2023-06-29;39;B0969CHD21
mouthwash;2022-11-01;2023-06-29;40;B0B2WY22H4
mouthwash;2022-11-01;2023-06-29;41;B00KKVSZ24
mouthwash;2022-11-01;2023-06-29;42;B0969BSVL8
mouthwash;2022-11-01;2023-06-29;43;B092KFDHRZ
mouthwash;2022-11-01;2023-06-29;44;B0925FRP8F
mouthwash;2022-11-01;2023-06-29;45;B08M3PB53C
mouthwash;2022-11-01;2023-06-29;46;B000VKE2VC
mouthwash;2022-11-01;2023-06-29;47;B07DJPXSKP
mouthwash;2022-11-01;2023-06-29;48;B00ZDC69FA
necklace;2022-11-01;2023-06-29;-1;B0C9Q8L8R9
necklace;2022-11-01;2023-06-29;-1;B087CR5MJ1
necklace;2022-11-01;2023-06-29;-1;B09HXMQTJP
necklace;2022-11-01;2023-06-29;-1;B09YHXZYFQ
necklace;2022-11-01;2023-06-29;1;B0977DM638
necklace;2022-11-01;2023-06-29;2;B098BC3HD9
necklace;2022-11-01;2023-06-29;3;B0BNBJ6D4C
necklace;2022-11-01;2023-06-29;4;B078SCH7SB
necklace;2022-11-01;2023-06-29;5;B0B38SBMXG
necklace;2022-11-01;2023-06-29;6;B0BYDJLYV6
necklace;2022-11-01;2023-06-29;7;B0B68SYTVY
necklace;2022-11-01;2023-06-29;8;B0B5T3XBTG
necklace;2022-11-01;2023-06-29;-1;B07JQXTDLP
necklace;2022-11-01;2023-06-29;-1;B09MKZGYPG
necklace;2022-11-01;2023-06-29;-1;B092NJHHZG
necklace;2022-11-01;2023-06-29;-1;B0C4TJD61M
necklace;2022-11-01;2023-06-29;9;B0814ZGT9J
necklace;2022-11-01;2023-06-29;10;B07QT717D5
necklace;2022-11-01;2023-06-29;11;B07H9YXPNS
necklace;2022-11-01;2023-06-29;12;B0C2CGV9F7
necklace;2022-11-01;2023-06-29;-1;B07TBBLKHF
necklace;2022-11-01;2023-06-29;-1;B07SST9W99
necklace;2022-11-01;2023-06-29;-1;B082WZYKQZ
necklace;2022-11-01;2023-06-29;-1;B09L4YH2JR
necklace;2022-11-01;2023-06-29;13;B09VL8QRFK
necklace;2022-11-01;2023-06-29;14;B0C26NJ5RY
necklace;2022-11-01;2023-06-29;15;B01M5K3DR6
necklace;2022-11-01;2023-06-29;16;B07XBTH8D1
necklace;2022-11-01;2023-06-29;17;B0B1KFVL9L
necklace;2022-11-01;2023-06-29;18;B0BK4BDBH7
necklace;2022-11-01;2023-06-29;19;B09KWWT2MP
necklace;2022-11-01;2023-06-29;20;B08376K7PY
necklace;2022-11-01;2023-06-29;21;B07SVYX71G
necklace;2022-11-01;2023-06-29;22;B078YLBYRH
necklace;2022-11-01;2023-06-29;23;B07DPTCX6J
necklace;2022-11-01;2023-06-29;24;B09D41VH52
necklace;2022-11-01;2023-06-29;25;B09PQGVBN4
necklace;2022-11-01;2023-06-29;26;B08WCYHQMJ
necklace;2022-11-01;2023-06-29;27;B08WHS8M2F
necklace;2022-11-01;2023-06-29;28;B088MDSGT2
necklace;2022-11-01;2023-06-29;29;B016DNI7CK
necklace;2022-11-01;2023-06-29;30;B08837T3G6
necklace;2022-11-01;2023-06-29;31;B07NS3Z5MJ
necklace;2022-11-01;2023-06-29;32;B088MDY147
necklace;2022-11-01;2023-06-29;33;B07WPG85SX
necklace;2022-11-01;2023-06-29;34;B08XC5V2SN
necklace;2022-11-01;2023-06-29;35;B09QGSBWMQ
necklace;2022-11-01;2023-06-29;36;B01I18VC90
necklace;2022-11-01;2023-06-29;37;B08RST9XV5
necklace;2022-11-01;2023-06-29;38;B0BVBLTY3G
necklace;2022-11-01;2023-06-29;39;B0BK4DMBFD
necklace;2022-11-01;2023-06-29;40;B0BK9NZW1Q
necklace;2022-11-01;2023-06-29;41;B0BK4D53LC
necklace;2022-11-01;2023-06-29;42;B0814Y452T
necklace;2022-11-01;2023-06-29;43;B00FL01O4U
necklace;2022-11-01;2023-06-29;44;B0BRBL5QNB
necklace;2022-11-01;2023-06-29;45;B089JH586H
necklace;2022-11-01;2023-06-29;46;B07TXS3SW8
necklace;2022-11-01;2023-06-29;47;B00ICNSPMM
necklace;2022-11-01;2023-06-29;48;B09QGRZL58
nuts;2022-11-01;2023-06-29;-1;B077K58YTD
nuts;2022-11-01;2023-06-29;-1;B07Q5V44B9
nuts;2022-11-01;2023-06-29;-1;B088D2214Y
nuts;2022-11-01;2023-06-29;-1;B089647WMG
nuts;2022-11-01;2023-06-29;1;B004WW98B4
nuts;2022-11-01;2023-06-29;2;B003RG622Y
nuts;2022-11-01;2023-06-29;3;B09C8L4TDJ
nuts;2022-11-01;2023-06-29;4;B0BTQ4PBX1
nuts;2022-11-01;2023-06-29;5;B07QD462MZ
nuts;2022-11-01;2023-06-29;6;B09KCH332Y
nuts;2022-11-01;2023-06-29;7;B0BQYJBFQL
nuts;2022-11-01;2023-06-29;8;B09X173K5Y
nuts;2022-11-01;2023-06-29;-1;B09TR3C3WR
nuts;2022-11-01;2023-06-29;-1;B0C3HCPKVR
nuts;2022-11-01;2023-06-29;-1;B08WH6HXPQ
nuts;2022-11-01;2023-06-29;-1;B07WWFHT78
nuts;2022-11-01;2023-06-29;9;B07H5LQ7MS
nuts;2022-11-01;2023-06-29;10;B0061EG4RC
nuts;2022-11-01;2023-06-29;11;B0BPDFRHVC
nuts;2022-11-01;2023-06-29;12;B091SWKSSS
nuts;2022-11-01;2023-06-29;-1;B0BWFQ2TZ2
nuts;2022-11-01;2023-06-29;-1;B078Y1RT6D
nuts;2022-11-01;2023-06-29;-1;B09Y9DHNWK
nuts;2022-11-01;2023-06-29;-1;B08ZFVXGJW
nuts;2022-11-01;2023-06-29;13;B09VDFD5PD
nuts;2022-11-01;2023-06-29;14;B07QQYC9MT
nuts;2022-11-01;2023-06-29;15;B01NBJY3IH
nuts;2022-11-01;2023-06-29;16;B0C3B3B5GL
nuts;2022-11-01;2023-06-29;17;B09H3BJXCH
nuts;2022-11-01;2023-06-29;18;B083G1N7XM
nuts;2022-11-01;2023-06-29;19;B07BNVP21G
nuts;2022-11-01;2023-06-29;20;B09C8K9CQ5
nuts;2022-11-01;2023-06-29;21;B09GYGRQ4V
nuts;2022-11-01;2023-06-29;22;B09GY93RQN
nuts;2022-11-01;2023-06-29;23;B011EJAY3S
nuts;2022-11-01;2023-06-29;24;B01LNTL0VO
nuts;2022-11-01;2023-06-29;25;B081HKBPRD
nuts;2022-11-01;2023-06-29;26;B082VSYX1C
nuts;2022-11-01;2023-06-29;27;B00WE6972K
nuts;2022-11-01;2023-06-29;28;B005M0RQQY
nuts;2022-11-01;2023-06-29;29;B09BB9VLSS
nuts;2022-11-01;2023-06-29;30;B077K58YTD
nuts;2022-11-01;2023-06-29;31;B012I5RSRC
nuts;2022-11-01;2023-06-29;32;B016879H4I
nuts;2022-11-01;2023-06-29;33;B0B9SKQXXH
nuts;2022-11-01;2023-06-29;34;B0B8V42LR5
nuts;2022-11-01;2023-06-29;35;B0C6GHFPPC
nuts;2022-11-01;2023-06-29;36;B09J4HR13C
nuts;2022-11-01;2023-06-29;37;B0BXGZPXDW
nuts;2022-11-01;2023-06-29;38;B00L2DTPOG
nuts;2022-11-01;2023-06-29;39;B09NCT7RWB
nuts;2022-11-01;2023-06-29;40;B0BX8MCRZL
nuts;2022-11-01;2023-06-29;41;B0BZSTHNV2
nuts;2022-11-01;2023-06-29;42;B09Y8K9171
