"keyword";"search_date";"closest_date";"organic_position";"asin";"country";"title";"listed_since";"price";"currency";"seller_name";"seller_id";"reviews";"avg_review";"keywords_count";"private_label_amazon";"amazon_seller"
"chocolate";"2022-11-01";"2023-06-29";14;"B00DGL2GC0";"de";"M&M'S Peanut Großpackung Schokolade, Schokolinsen mit Erdnusskern, 1 Packung (1 x 1kg)";"2013-06-18";11,76;"EUR";"Amazon";"A3JWKAKR8XB7XF";36332;4,7;3520;0;1
"extension cord";"2022-11-01";"2023-06-29";22;"B00AC3VRMA";"de";"as - Schwabe Kunststoff-Verlängerung – 2 m PVC-Leitung mit Schutzkontaktstecker & Schutzkontaktkupplung ­– 230 V / 16 A Schuko-Verlängerungskabel mit Kunststoffummantelung – IP20 – Schwarz, 50202";"2012-11-23";5,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";1610;4,6;1451;0;1
"luggage";"2022-11-01";"2023-06-29";39;"B08CDQTBSQ";"de";"WITTCHEN Handgepäck Trolley Koffer Kabinentasche Kabinenkoffer Handgepäck Reisekoffer aus ABS Hartschalen Trolley 4 Rollen Kombinationsschloss Schwarz";"2020-07-06";44;"EUR";"Amazon";"A3JWKAKR8XB7XF";1855;4,1;1568;0;1
"long sleeve t shirt men";"2023-08-01";"2024-03-28";26;"B076Y7JJYF";"de";"Levi's Herren Long-Sleeve Standard Graphic Tee T-Shirt";"2024-01-17";32,07;"EUR";"Amazon";"A3JWKAKR8XB7XF";4493;4,2;4;0;1
"robe";"2022-11-01";"2023-06-29";13;"B0160AZ198";"de";"Tommy Hilfiger Herren Bademantel Baumwolle";"2024-07-01";77,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";3563;4,4;2639;0;1
"mouthwash";"2022-11-01";"2023-06-29";30;"B0BBR2HSZ9";"de";"Odol-med3 Mundspülung Original, alkoholfreie Mundspülung, 500ml";"2022-08-24";2,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";241;4,6;1625;0;1
"file folders";"2022-11-01";"2023-01-30";6;"B08QJHYYQV";"de";"D.RECT 10 Stück (2 Stück Pro Farbe 5x2) Sammelmappe Aus Karton | Einschlagmappe Mit Gummi | Mappe Mit Gummiband Für Din A4 | 3 Klappen 300g, Schnellhefter Bunt Sortiert";"";7,96;"EUR";"Amazon";"A3JWKAKR8XB7XF";1581;4,1;1187;0;1
"extension cord";"2022-11-01";"2023-06-29";46;"B0013NCQP0";"de";"Verlängerungsleitung 3m weiß (Schuko) H05VV-F 3G1.5mm²";"2008-02-08";4,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";4271;4,7;565;0;1
"dog food";"2022-11-01";"2023-06-26";14;"B0015Q0ZQW";"de";"Eukanuba Hundefutter mit frischem Huhn für große Rassen, Premium Trockenfutter für ausgewachsene Hunde, 15 kg";"2008-03-10";43,11;"EUR";"Amazon";"A3JWKAKR8XB7XF";9169;4,5;1081;0;1
"paper towels";"2022-11-01";"2023-06-29";1;"B09GGDP2PS";"de";"by Amazon Küchenrolle, 3-lagig, 4 Rollen (4 Rollen, 1-er Pack), 64 Blätter pro Rolle, FSC-Zertifiziert";"2022-01-03";3,42;"EUR";"Amazon";"A3JWKAKR8XB7XF";9286;4,5;3678;0;1
"coffee";"2022-11-01";"2023-06-26";3;"B000LXZSB2";"de";"Lavazza, Caffè Crema Classico, Arabica & Robusta Kaffeebohnen, Ideal für Espressomaschinen, mit Aromanoten von Getrockneten Früchten, Starker Geschmack, Intensität 7/10, Mittlere Röstung, 1 Kg";"2007-01-01";17,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";17253;4,6;8319;0;1
"dresses";"2022-11-01";"2023-06-29";37;"B0B83DSDVG";"de";"Desigual Damen Dress";"2022-07-30";45,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";49;4;36;0;1
"dog food";"2022-11-01";"2023-06-26";26;"B01N9BHM1Y";"de";"animonda INTEGRA PROTECT Hundefutter nass Sensitive Huhn + Pastinaken (11 x 150 g), von Veterinären empfohlen bei Futterallergie, Hochwertiges Diätalleinfutter für Hunde bei Futtermittelallergie";"2016-11-29";12,79;"EUR";"Amazon";"A3JWKAKR8XB7XF";1641;4,5;705;0;1
"gift card";"2022-11-01";"2023-06-29";25;"B0BHDT14MS";"de";"freenet TV Guthabenkarte 12 Monate - für Deutschland - per Mail";"2022-10-16";99;"EUR";"Amazon";"A3JWKAKR8XB7XF";192;4,5;3742;0;1
"socks";"2022-11-01";"2023-06-29";31;"B08DD8Y9ZK";"de";"Puma Unisex Crew Socken (5er Pack)";"2025-04-09";13,7;"EUR";"Amazon";"A3JWKAKR8XB7XF";3941;4,6;1925;0;1
"mouthwash";"2022-11-01";"2023-06-29";-1;"B0BR612QL6";"de";"elmex Mundspülung Sensitive 2x 400ml – Mundspülung für Extraschutz vor schmerzempfindlichen Zähnen und Zahnhalskaries – für die tägliche Zahnreinigung ohne Alkohol mit Minzgeschmack";"2022-12-27";13,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";256;4,8;129;0;1
"extension cord";"2022-11-01";"2023-06-29";12;"B07RJYCNZT";"de";"EMOS - IP20 Verlängerungskabel 3m - 1 Schuko-Steckdose - 250 V, 16 A, 3680 W - hochwertige PVC-Isolierung - H05VV-F3G 1,5 mm2 - erhöhter Berührungsschutz - für Innen - weiß";"2019-05-07";9,19;"EUR";"Amazon";"A3JWKAKR8XB7XF";2243;4,7;791;0;1
"shoes";"2022-11-01";"2023-06-29";19;"B00TTJF80K";"de";"Clarks Men's Tilden Walk Oxford";"2025-04-18";71,98;"EUR";"Amazon";"A3JWKAKR8XB7XF";603;4,4;150;0;1
"fish oil";"2022-11-01";"2023-06-29";30;"B07NQWH21L";"de";"Doppelherz Omega-3 1400 mg - Hochdosiertes Omega-3-Konzentrat plus Vitamin E - Hoher Gehalt an Omega-3-Fettsäuren EPA & DHA - 90 Kapseln";"2019-02-08";13,57;"EUR";"Amazon";"A3JWKAKR8XB7XF";5191;4,6;5600;0;1
"dishwasher pods";"2022-11-01";"2023-01-21";36;"B07MDJY2FC";"de";"Ecover ZERO All-In-One Spülmaschinentabs, Multitabs für kraftvolle Reinigung, Spülmaschinentabs mit Klarspüler und Spülsalz für Allergiker, 25 Tabs, 500g";"2019-02-28";6,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";712;4,4;1153;0;1
"rice";"2022-11-01";"2023-06-29";8;"B07ZVZLGQV";"de";"RICEFIELD Jasminreis 100%, Langkorn, 18 kg";"2019-09-10";36,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";789;4,4;2156;0;1
"bath towel";"2022-11-01";"2023-06-29";17;"B07S47Y9LG";"de";"Lions Familien-Handtücher, 10-teiliges-Set, 100 % ägyptische Baumwolle, 4 x Gesicht, 4 x Hand, 2 x Badetuch, Premium Qualität, hoch wasserabsorbierendes Badzubehör, maschinenwaschbar, weiß, 544777";"";19,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";-1;-1;723;0;1
"long sleeve t shirt men";"2023-08-01";"2024-03-28";24;"B09RMK3SQ9";"de";"Pepe Jeans Herren T-Shirt";"2025-04-04";28,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";897;4,5;440;0;1
"wireless earbuds";"2022-11-01";"2023-06-29";-1;"B0BXM3ZFKC";"de";"Sony WF-C700N kabellos, Bluetooth, Noise Cancelling Kopfhörer (kleine, leichte Kopfhörer mit Bluetooth Multipoint Connection, IPX4, bis zu 20h Akkulaufzeit, Schnellladung, iOS & Android) Schwarz";"2023-04-03";65,6;"EUR";"Amazon";"A3JWKAKR8XB7XF";5220;4,1;6131;0;1
"swimsuit";"2022-11-01";"2023-06-29";35;"B00MH7O2L2";"de";"Noppies Damen Swimsuit Saint Tropez Umstandsbadeanzug";"2014-08-05";49,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";205;4,4;401;0;1
"socks";"2022-11-01";"2023-06-29";4;"B08DD7HYFB";"de";"Puma Unisex Quarter Plain Socken (5er Pack)";"2025-04-07";16,5;"EUR";"Amazon";"A3JWKAKR8XB7XF";9857;4,6;3069;0;1
"winter coats";"2022-11-01";"2023-06-11";45;"B08B61Y71M";"de";"ONLY Female Mantel ONLCARRIE Mantel";"2019-05-17";38,97;"EUR";"Amazon";"A3JWKAKR8XB7XF";564;3,6;1157;0;1
"tv stand";"2022-11-01";"2023-06-30";5;"B07RXNQXHJ";"de";"FITUEYES TV Ständer TV Bodenständer Standfuß Fernsehstand höhenverstellbar schwenkbar für 32 bis 60 Zoll Flach & Curved Fernseher bis zu 30kg Max.VESA 600 * 400 Schwarz";"2019-08-19";49,63;"EUR";"fitueyes-eu";"A1IRXLRDFT847J";4623;4,5;1931;0;0
"chocolate";"2022-11-01";"2023-06-29";-1;"B07WG8SJTS";"de";"LAKRIDS BY BÜLOW - D - Salt & Caramel - 295g - Dänische Gourmet Lakritz-Kugeln - Süßer Lakritzkern umhüllt von Karamell-Schokolade & Meersalz";"";19,95;"EUR";"LAKRIDS BY BÜLOW";"A2M43O5487WNB";-1;-1;389;0;0
"fish oil";"2022-11-01";"2023-06-29";-1;"B073CRWXXJ";"de";"omega3zone Premium Omega-3 Fischöl flüssig – Hochdosiert: 5400 mg pro Portion in Triglyceride-Form – Laborgeprüft, aufwendig gereinigt, deutsche Herstellung – 500 ml mit Zitronengeschmack";"2017-06-26";49,75;"EUR";"omega3zone";"A2I9B60VCL9WL9";822;4,5;2937;0;0
"ziploc bags";"2022-11-01";"2023-03-22";44;"B0BDRT3MFR";"de";"6 in 1 Küchen Organizer, Bambus Ziplock Beutel Aufbewahrungs-Organizer, Küche Schubladen Ordnungssystem,100% Natur Bambus für Gallonen Quart Sandwich, Snackbeuteln.";"2022-10-20";19,99;"EUR";"TITETE";"A1DFF4LRPVRM33";8;4,7;33;0;0
"yoga mat";"2022-11-01";"2023-06-29";10;"B07WVVK1GX";"de";"TOPLUS Gymnastikmatte, Yogamatte Yogamatte Gepolstert & rutschfest für Fitness Pilates & Gymnastik mit Tragegurt";"2021-01-27";26,99;"EUR";"Multizone";"A17HYD2PS2J3SS";26639;4,6;1229;0;0
"led light bulb";"2022-11-01";"2023-06-20";44;"B09LHMJY6P";"de";"Edison Vintage Glühbirne E27, E27 LED Vintage Dimmbar 4W Retro LED Lampe Warmweiß 2700K Edison Glühbirne E27 Vintage Ideal für Nostalgie und Retro Beleuchtung im Haus Café Bar - 3 Stück (G80 SLX)";"2021-11-10";29,99;"EUR";"YONAD";"A2969NRQEUK5TZ";554;4,5;3628;0;0
"water filter";"2022-11-01";"2023-06-29";12;"B01NCEC2NT";"de";"BRIT Kartushe MXTR+ sechser Pack";"2017-02-17";41,99;"EUR";"GOODWILL GERMANY";"A34P57GMFLGCKB";30625;4,7;1932;0;0
"computer desk";"2022-11-01";"2023-06-29";42;"B0C5MLRLZK";"de";"Devoko Höhenverstellbarer Schreibtisch 160x80cm mit Typ-C Ladeanschluss, Mobiler Elektrisch Computertisch mit Kabel Management Tray und 3-Funktions-Memory, Weiß";"2023-01-29";179,99;"EUR";"Mainwin Store";"A2UQR7MOVDQDWW";1447;4,2;5959;0;0
"mens underwear";"2022-11-01";"2023-06-29";14;"B0823BGW5Q";"de";"JACK & JONES Herren Boxershorts (7er Pack)";"2025-02-19";31,68;"EUR";"MEGABIZ DE";"A25WMPIROIXU2Z";1280;4,5;1390;0;0
"bath towel";"2022-11-01";"2023-06-29";29;"B011N979T6";"de";"8er Pack Handtücher, 100% Baumwolle, 50 x 100 cm, Handtuch Set Anthrazit grau";"2015-07-15";33,75;"EUR";"HL Kauf";"A3VG07SS26LC62";6468;4,5;2966;0;0
"tv stand";"2022-11-01";"2023-06-30";3;"B07DRC6Q1Y";"de";"BONTEC TV Ständer Standfuß Fernsehstand für 30-70 Zoll Flach & Curved Fernseher bis zu 40 kg, Schwenkbar & Höhenverstellbar, TV Bodenständer Hoher, Max. VESA 600 x 400 mm";"2018-12-01";36,53;"EUR";"bracketsales123";"A1PFW4PC5IFLDF";3632;4,6;3105;0;0
"dumbbells";"2022-11-01";"2023-06-29";-1;"B08Z3752G9";"de";"CCLIFE Hanteln Set 2er Kurzhanteln Langhanteln verstellbar Hantelset professionell Dumbbell mit Verbindungsstahlrohr Gewichten";"2021-03-16";55,98;"EUR";"CCLIFE Technic GmbH";"A18U3DCLRWZRI3";6797;4,2;222;0;0
"mattress";"2022-11-01";"2023-06-29";17;"B0BP9C4CTG";"de";"Matratze 160x200cm, 23cm hoch, Bett Härtegrad H4 & H5, 100 Nächte Probeschlafen, wendbare Matratze mit weicher & Fester Seite, Wendematratze 7-Zonen-Komfortschaum-Matratze, Öko-Tex 100";"2022-12-06";289,99;"EUR";"Sleep well at Home";"A2UK99VX7WAKXY";809;4,3;435;0;0
"extension cord";"2022-11-01";"2023-06-29";-1;"B096FKKJ2W";"de";"Mehrfachsteckdose mit USB,JSVER 6 Fach Steckdosenleiste mit 3 USB A und 1 USB C Schreibtisch Verteilersteckdose 3680W 16A mit Schalter, Wandmontage Überspannungsschutz für Zuhause Büro, 2M-Schwarz";"2021-06-02";18,99;"EUR";"JsverDirect";"A1IS5GQCXYGZLX";7356;4,6;1352;0;0
"shoe rack";"2022-11-01";"2023-06-29";26;"B07RMXFL8Q";"de";"SONGMICS Schuhregal mit 10 Ebenen, Steckregal, Regalsystem, Schuh-Organizer, DIY-Regal, mit Tür, aus PP-Kunststoff, schwarz LPC10HV1";"2019-05-09";25,49;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";4815;4,4;4083;0;0
"outdoor rug";"2022-11-01";"2023-06-29";-1;"B0C5RZ9RLH";"de";"Outdoor & Indoor Teppich für Wohnzimmer Balkon Terrasse wetterfest Borneo Sisal-Jute-Optik naturfarben Natur Manaus 080x150 cm";"2023-05-19";29,99;"EUR";"taracarpet";"AH3DJD4Q40GC5";145;4,3;541;0;0
"vitamin d";"2022-11-01";"2023-06-26";24;"B09HCST7TL";"de";"NATURTREU® Vitamin D3 K2 Tropfen hochdosiert & vegan - 20.000 I.E Vitamin D3 + Vitamin K2 MK7 200 mcg pro Dosis (Depot)";"2022-02-19";29,99;"EUR";"NATURTREU";"A31LJLBT3ORY9W";990;4,7;11040;0;0
"gaming chair";"2022-11-01";"2023-06-29";25;"B0BY8BYZV9";"de";"Dowinx Gaming Stuhl mit Frühling Kissen,Racing Gamer Stuhl mit Massage, Ergonomischer Gaming Sessel mit Fußstütze Bürostuhl PU Leder Grau";"2023-03-13";135,99;"EUR";"Dowinx DE";"A1ZLGOMY34A1JB";933;4,3;1563;0;0
"dumbbells";"2022-11-01";"2023-06-29";6;"B0775PGLD7";"de";"SONGMICS Hanteln, 2er Set,Hantelset, Kurzhanteln, Hexagon, Neopren-Beschichtung, Krafttraining, Workout, Fitnesstraining, für Zuhause";"2017-11-04";21,66;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";7715;4,7;2340;0;0
"coffee maker";"2022-11-01";"2023-06-29";12;"B07P7HV4QH";"de";"SILBERTHAL Kaffeebereiter Glas 1.2l - Cold Brew Coffee Maker mit Filter für kaltgebrühten Kaffee - auch für heißen Tee - mit feinem Filtereinsatz";"2019-03-03";31,95;"EUR";"premano";"A3VAXO9Z3101H0";700;4,3;676;0;0
"extension cord";"2022-11-01";"2023-06-29";32;"B093G7K148";"de";"【Sicherer Platzsparender Steckdosenturm】8 EU-Steckplätze + 5 USB-A Anschlüsse | 4-Zonen Schalter & Überspannungsschutz | 3m Kabel Steckdosenturm mit USB - Kompakter Vertikaler Mehrfachsteckdose Würfel";"2021-04-22";26,99;"EUR";"GLCON Europe Online";"AAL6NP4HYVE0R";1482;4,5;1366;0;0
"umbrella";"2022-11-01";"2023-06-29";10;"B07ZNQWMW6";"de";"Knirps Regenschirm A.200 medium duomatic";"2019-09-26";29,9;"EUR";"modeherz ""Alle Preise inkl. Mwst.""";"AXXVMRQ5U11GS";1075;4,5;5096;0;0
"outdoor rug";"2022-11-01";"2023-06-29";-1;"B0BBVKGDM1";"de";"carpet city In-& Outdoor Teppich - 160x230 cm - für Innen-& Außenbereich - Wetterfest Balkon-Teppich, Terrasse, Flur, Küche - Wohnzimmer-Teppiche - Hochtief/ 3D-Effekt - Geo-Muster in Grau";"2022-08-25";52,49;"EUR";"carpetcity";"A2MXNBQZAXVJ0E";-1;-1;14;0;0
"vitamin d";"2022-11-01";"2023-06-26";22;"B0BQJBPBRJ";"de";"SmarTest® Vitamin D | Vitamin D Test in 15 Min. | Nachweis von Vitamin D Mangel | Vitamin D Schnelltest für Zuhause (1 St.)";"2022-12-19";35,89;"EUR";"Preventis GmbH";"AAEULSCZHR0K2";14;3,5;433;0;0
"mouse pad";"2022-11-01";"2023-06-29";11;"B00MV1ZANI";"de";"TECKNET Mauspad, 280 x 210 mm Gaming Mousepad mit Wasserdicht und Rutschfester Gummi für PC-Büro, Arbeit, Gaming, Studium, Laptop, Computer, Zuhause-Schwarz";"2014-07-17";5,99;"EUR";"ALLSKING-EU";"A1ZI3O6XQ8JVUE";11459;4,6;2178;0;0
"ziploc bags";"2022-11-01";"2023-03-22";27;"B0BHZ76464";"de";"Lebensmittel Beutel,9 Stück Gefrierbeutel Wiederverwendbar PEVA Aufbewahrungsbeutel,Sandwich & Snacktaschen Vielseitige Konservierung Tasche für Gemüse,Obst,Snacks,Fleisch,Müsli";"2022-10-12";9,99;"EUR";"MAOYUTOU";"A1PO7WOI2HXXB8";42;4;582;0;0
"hand soap";"2022-11-01";"2023-06-29";34;"B09NB124PC";"de";"Bübchen Handwaschschaum Beste Freunde, 300 ml – cremig-weiche Handseife für Kinder, schonend-reinigende Schaumseife im Pumpspender, ohne Silikone und Mikroplastik";"2021-12-10";7,99;"EUR";"Equics";"A1A4NXXF89NHNM";86;4,6;671;0;0
"ziploc bags";"2022-11-01";"2023-03-22";-1;"B07X6G6861";"de";"1.000 LDPE Gleitverschlussbeutel transparente ZIP-Lock Beutel (Schiebeverschlußbeutel, Flugbeutel), wiederverwendbar Folienstärke 60 my, Format 200 x 150 mm";"2019-08-30";51,2;"EUR";"Nordwerk-Folien";"A1394ET2K1WPM8";5;3,4;40;0;0
"led light bulb";"2022-11-01";"2023-06-20";32;"B06XY3PVJX";"de";"Glühbirne E27 LED Farbwechsel Lampe mit Fernbedienung, 10W RGB + Kaltweiss Dimmbar Edison Farbige Birnen für Schlafzimmer Wohnzimmer Atmosphäre Licht";"2017-04-29";9,99;"EUR";"JMHong";"AFK9KYW9H25OH";4896;4,5;4597;0;0
"trash can";"2022-11-01";"2023-06-29";-1;"B089WDDWVZ";"de";"SVITA TM2X15 Treteimer 30 Liter Abfalleimer Inneneimer Mülleimer Design Mülltrennung Papierkorb Küchen-Ordnung Trennsystem Softclose-Deckel Pulverbeschichteter Stahl Grau";"2020-06-09";64,99;"EUR";"clictrade";"A1BJAOOXQDSK5Z";2471;4,7;1265;0;0
"coffee";"2022-11-01";"2023-06-26";34;"B0BHJ9DQ2K";"de";"Blank Roast - GUNNAR - 1kg - Ganze Kaffee-Bohnen Extra Stark - Kräftige Robusta-Röstung - 494mg Koffein je Tasse - Würzig & Kraftvoll mit Noten von dunkler Schokolade - Säurearm";"2022-10-06";31,9;"EUR";"Blank Roast Manufaktur";"A2RXXRNK2MYQT7";70;4,3;835;0;0
"dog bed";"2022-11-01";"2023-06-29";6;"B087PXTRLW";"de";"Feandrea Hundebett flauschig, Katzenbett, Donut Kissen, waschbar, Polsterung in der Mitte herausnehmbar, Langer Plüsch, 60 cm Durchmesser, Ombré-Grau PGW038G01";"2020-04-26";21,99;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";19095;4,4;5347;0;0
"robe";"2022-11-01";"2023-06-29";29;"B0BRC2F52H";"de";"OBEEII Damen Hijab Muslimisch Kleid Einfarbig Dubai Islamische Türkisches Katfan Muslimische Robe";"2022-12-29";16,4;"EUR";"OBEEII STORE";"A2A1Y3YC3KORCI";42;4,1;1343;0;0
"dog food";"2022-11-01";"2023-06-26";38;"B08HP6MFZW";"de";"Crave Adult Hundenassfutter Pastete mit Lamm & Rind, 6 Dosen, 6x400g – Premium Hundefutter nass mit hohem Proteingehalt und ohne Getreide, hergestellt mit 100 Prozent natürlichem Lamm & Rind";"2020-09-08";12,88;"EUR";"Pennguin-DE";"A2IJFOLAD6H0K5";628;4,5;279;0;0
"printer paper";"2022-11-01";"2023-06-28";15;"B08V85PQBT";"de";"Steinbeis No. 1 Druckerpapier – 2500 (5 x 500) Blatt DIN A4 Recycling-Papier 80 g/m², Weiß & Chlorfrei, hochwertiges Kopierpapier ISO 70 / CIE 55";"2021-01-28";25,34;"EUR";"versando®";"A1GYVJDCWOPZKZ";186;4,1;2013;0;0
"protein powder";"2022-11-01";"2023-06-26";-1;"B07Z77GDFT";"de";"Veganes Proteinpulver | Neutral Ohne Süßungsmittel | 600g Eiweißpulver | Premiumqualität Protein | Made in Germany | Alpha Foods";"2019-10-16";26,9;"EUR";"Alpha Foods";"A2W10SLYW466BC";15691;4,2;2005;0;0
"shower curtain";"2022-11-01";"2023-06-29";-1;"B089K4NVX6";"de";"Furlinic Duschvorhang Textil Anti-schimmel Wasserdicht Waschbar Badvorhang aus Polyester Stoff Dunkelgrau 120x200cm mit 8 Duschvorhangringen.";"2020-06-02";9,99;"EUR";"newpower";"A1FVHR2G6JSNIA";16144;4,3;584;0;0
"pillow";"2022-11-01";"2023-06-29";-1;"B085LPG95Y";"de";"LILENO HOME Kopfkissen 40x60 cm [1er Set] als Kissen-Füllung - Bett oder Deko Kissen mit Reißverschluss zum Anpassen - Waschbar bis 95° - Sofa-Kissen & Zierkissen für Couch/Bett";"2020-03-06";7,49;"EUR";"Discount-Deal24";"A15DE7G1D68AGC";11026;4,5;660;0;0
"ziploc bags";"2022-11-01";"2023-03-22";6;"B010VOHUTI";"de";"Toppits Ziploc Mini Zip-Verschlußbeutel Sortimentsbox (20 x 150 ml, 20 x 380 ml) - 40St.";"2013-11-06";5,46;"EUR";"priz24";"A18KZ5Y7JZEYT0";148;4,8;669;0;0
"trash can";"2022-11-01";"2023-06-29";12;"B09K7CV648";"de";"Spetebo Mülleimer 50 Liter (2x25) in schwarz mit praktischem Klappverschluss - Mülltrenner Abfalleimer";"2021-10-24";19,95;"EUR";"Special-trends";"AXOT024UV4U12";725;3,3;7009;0;0
"knife";"2022-11-01";"2023-06-29";-1;"B0BTXQM9XS";"de";"Messerschärfer QuickSharp 4-in-1, Messerschleifer, Messer schärfen und schleifen wie die Profis (Rot)";"2023-02-05";19,99;"EUR";"GREIFS GmbH";"A1SW6PBJ7R9IUA";502;4,3;271;0;0
"led light bulb";"2022-11-01";"2023-06-20";-1;"B0BQHWT5CG";"de";"Bonlux E14 Farbige LED Glühbirne, 3W E14 Rot Grün Blau Glühbirne, für AC220-240v geeignet, Halloween/Weihnachten/Festival Licht, Bar/Festival Farbbirne";"2022-12-19";12,99;"EUR";"Wu XiPingDeshop";"A28ZAHGG2U1UGV";122;4,3;1272;0;0
"weighted blanket";"2022-11-01";"2023-06-29";-1;"B09HKH8YCS";"de";"CURA Pearl Classic Gewichtsdecke 135x200 9kg - Anti Stress Therapiedecke - Schwere Decke für tiefen Schlaf und bessere Erholung - Schwere Bettdecke aus 100% Baumwolle - Heavy Weighted Blanket";"2021-11-22";109,99;"EUR";"CURA of Sweden";"ATJCOT1K69ZS6";992;4,4;808;0;0
"led light bulb";"2022-11-01";"2023-06-20";13;"B0BG8JLCTY";"de";"Philips LED Classic ultraeffiziente E27 Lampen 2-er Pack (60 W), matte LED Lampen mit neutralweißem Licht, energiesparende Lampen mit langer Nutzlebensdauer, Energieeffizienzklasse A";"2022-09-30";22,17;"EUR";"1Deins Computer GmbH";"A3NOUUHLVV3QXQ";129;4,1;734;0;0
"tank tops for women";"2022-11-01";"2023-06-25";10;"B08ZYPZBZM";"de";"REORIA Damen Elegant Sexy Ärmellos Racerback Rundhals Body";"";24,99;"EUR";"REORIA";"A1RR55V1FBBSVL";51563;4,4;17;0;0
"weighted blanket";"2022-11-01";"2023-06-29";33;"B09KS9VBL7";"de";"HARMONY® Gewichtsdecke 135x200cm 7kg I hypoallergen und waschbar I Schwere Anti-Stress Therapiedecke, Zertifiziert nach OekoTex I Besser schlafen Dank Schwerer Bettdecke - Heavy Weighted Blanket";"2021-11-01";98,9;"EUR";"Alpenstern Deutschland";"A3OHC4ZBZWLRZJ";31;3,9;1035;0;0
"dog food";"2022-11-01";"2023-06-26";48;"B0B68J6JY1";"de";"VEGDOG Farmer's Crunch veganes Trockenfutter für Adulte Hunde mit Kartoffel und Favabohne, getreidefreies Alleinfutter für Allergiker mit alternativer Proteinquelle (2kg)";"2022-08-04";18,39;"EUR";"Medpets";"A25J7RF53SVS4L";151;4,6;113;0;0
"dog bed";"2022-11-01";"2023-06-29";29;"B09LVH3P49";"de";"Livero Sofa-Style Egg Crate Orthopedic Foam Dog Bed - Washable Doggie Beds - Comfortable and Breathable Pet Sofa - Calming Pet Cuddler for Dogs - Durable Couch Bed with Removable Cover - Dog Bed Ideas";"2022-10-31";21,99;"EUR";"Livero";"A3MOW5DCAW4TYY";35;4,6;161;0;0
"ibuprofen";"2022-11-01";"2023-06-30";-1;"B08BBZZZZ8";"de";"apodiscounter Ibuprofen 400 mg Schmerztabletten (50 Stk) - schnell wirksam & stark gegen Schmerzen";"2020-02-27";6,28;"EUR";"apodiscounter:Kauf=Einwilligung(9DSGVO),ausf. HIER";"A1OLZF6L9IDTUB";7834;4,7;8708;0;0
"usb c cable";"2022-11-01";"2023-06-29";15;"B08KLYJQKF";"de";"sweguard USB C Kabel 3.1A [2Stück 2m] Schnellladung,USB C Nylon Ladekabel Samsung Schnellladekabel für iPhone 16 15 Pro Max, Ladekabel Samsung S22 S21 S20 S10 S9 S25 S24 S23 Note 20,A72 A71 A51,Pixel";"2020-10-03";9,99;"EUR";"STORELINARDIALE";"A1QL9CPV8GDS7N";13650;4,6;4140;0;0
"yoga mat";"2022-11-01";"2023-06-29";45;"B0B9NPGZSV";"de";"Yogamatte aus TPE, 183 x 61 x 0,6 cm, Gymnastikmatte Trainingsmatte beidseitig rutschfest & umweltfreundlich, Fitnessmatte mit Orientierungslinien";"2022-08-15";24,99;"EUR";"DH FitLife GmbH";"A1X0V9O5B8CF2D";81;4,6;1176;0;0
"dog bed";"2022-11-01";"2023-06-29";-1;"B07PS12BRT";"de";"BEDSURE Hundekissen große Hunde waschbar - 111x89cm hundematratze wasserdicht XXL für große, mittelgroße Hunde Outdoor gepolstert Hundematte grau in 10cm Höhe, groß XL Hundebett für Haustiere";"2019-06-09";35,99;"EUR";"Bedsure Comfy Pet";"A4NR3MXXH5RLG";14423;4,4;7419;0;0
"fish oil";"2022-11-01";"2023-06-29";7;"B01H1WPOF0";"de";"Omega 3 Kapseln Hochdosiert 2000mg Omega 3 Öl 1000mg EPA + 500mg DHA pro Tagesdosis (2 Premium Omega 3 Fischöl Kapseln) - Omega-3-Fettsäuren Kapseln - 120 Kapseln Fischöl Omega 3 Hochdosiert 60 Tage";"2017-04-08";25,99;"EUR";"AAVALABS";"A1BT3KO1FI3ND6";3004;4,5;5955;0;0
"ziploc bags";"2022-11-01";"2023-03-22";22;"B00XKS5AOU";"de";"Toppits Zipper Allzweckbeutel, 8 Stück, 3l";"2015-05-19";2,49;"EUR";"Knuspr";"A3VRTB8LVNHNQ0";128;4,6;273;0;0
